Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"15,089",Audi,A3,2016,Hatchback,"83,000",2,148,Manual,Diesel,3
"13,790",Audi,A3,2017,Hatchback,"43,000",1,116,Manual,Petrol,1
"20,167",Audi,A4,2017,Saloon,"37,907",2,190,Automatic,Diesel,1
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"11,495",Audi,A1,2017,Hatchback,"81,915",1.4,125,Manual,Petrol,ns
"18,999",Audi,A1,2019,Hatchback,"16,137",1,116,Manual,Petrol,1
"25,402",Audi,Q2,2020,SUV,"10,397",1.5,150,Automatic,Petrol,1
"7,990",Audi,TT,2011,Coupe,"120,000",2,208,Automatic,Petrol,4
"10,500",Audi,TT,2012,Coupe,"74,000",1.8,158,Automatic,Petrol,2
"13,799",Audi,A3,2015,Hatchback,"48,737",1.4,148,Manual,Petrol,2
"8,500",Audi,S5,2008,Coupe,"115,000",4.2,349,Automatic,Petrol,5
"4,995",Audi,TT,2007,Coupe,"119,000",2,197,Automatic,Petrol,2
"30,099",Audi,Q3,2019,SUV,"31,609",2,190,Automatic,Diesel,1
"21,995",Audi,A7,2015,Hatchback,"49,170",3,320,Automatic,Diesel,2
"3,495",Audi,A3,2009,Hatchback,"117,000",1.6,101,Manual,Petrol,3
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"6,999",Audi,A3,2015,Hatchback,"115,000",2,148,Manual,Diesel,2
"10,995",Audi,A1,2014,Hatchback,"73,000",1.4,120,Manual,Petrol,1
"18,465",Audi,A3,2016,Hatchback,"37,500",2,190,Automatic,Petrol,1
"16,995",Audi,TT,2015,Convertible,"27,151",2,230,Manual,Petrol,2
"14,995",Audi,A4,2017,Saloon,"35,000",1.4,148,Manual,Petrol,1
"8,499",Audi,A6,2014,Estate,"159,820",2,187,Manual,Diesel,2
"25,899",Audi,A5,2019,Hatchback,"20,056",2,190,Manual,Petrol,1
"15,495",Audi,A6,2018,Estate,"133,000",2,190,Automatic,Diesel,1
"11,999",Audi,S1,2014,Hatchback,"87,000",2,227,Manual,Petrol,6
"11,990",Audi,A3,2016,Hatchback,"92,020",1.6,108,Manual,Diesel,3
"4,395",Audi,TT,2007,Coupe,"89,000",2,197,Manual,Petrol,11
"15,350",Audi,A4,2015,Estate,"53,119",2,148,Manual,Diesel,3
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"5,995",Audi,A3,2012,Hatchback,"62,282",1.6,101,Manual,Petrol,1
"17,499",Audi,TT,2015,Coupe,"54,285",2,230,Automatic,Petrol,3
"10,495",Audi,A3,2013,Hatchback,"97,900",1.8,178,Manual,Petrol,2
"24,500",Audi,A3,2017,Saloon,"58,946",2,310,Automatic,Petrol,1
"9,677",Audi,A1,2015,Hatchback,"88,933",1.4,125,Manual,Petrol,2
"12,990",Audi,A1,2018,Hatchback,"21,452",1,95,Manual,Petrol,ns
"9,490",Audi,A3,2016,Hatchback,"99,500",1.6,108,Manual,Diesel,2
"17,500",Audi,A3,2016,Hatchback,"32,897",1.4,150,Manual,Petrol,1
"23,950",Audi,TT,2016,Coupe,"37,000",2,310,Manual,Petrol,1
"26,682",Audi,A3,2020,Hatchback,"23,443",2,116,Manual,Diesel,1
"4,395",Audi,TT,2007,Coupe,"89,000",2,197,Manual,Petrol,11
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"15,350",Audi,A4,2015,Estate,"53,119",2,148,Manual,Diesel,3
"6,500",Audi,A1,2011,Hatchback,"94,000",1.4,120,Manual,Petrol,4
"16,750",Audi,A3,2015,Hatchback,"71,000",2,296,Manual,Petrol,ns
"6,500",Audi,A1,2012,Hatchback,"68,400",1.2,85,Manual,Petrol,ns
"29,499",Audi,A6,2019,Estate,"50,640",3,272,Automatic,Diesel,3
"14,500",Audi,A3,2016,Saloon,"87,000",1.4,148,Manual,Petrol,2
"44,199",Audi,A6,2019,Saloon,"21,076",3,349,Automatic,Diesel,1
"14,096",Audi,TT,2013,Coupe,"44,410",2,208,Manual,Petrol,ns
"19,899",Audi,TT,2018,Coupe,"46,907",2,184,Manual,Diesel,1
"10,990",Audi,A3,2014,Hatchback,"57,000",1.2,108,Automatic,Petrol,2
"14,103",Audi,A1,2014,Hatchback,"22,577",1.4,182,Automatic,Petrol,1
"3,850",Audi,A3,2009,Hatchback,"86,535",1.6,101,Manual,Petrol,1
"15,350",Audi,A4,2015,Estate,"53,119",2,148,Manual,Diesel,3
"23,298",Audi,A4,2019,Saloon,"33,580",2,150,Automatic,Diesel,ns
"10,795",Audi,A4,2013,Estate,"96,548",1.8,118,Manual,Petrol,3
"24,299",Audi,Q2,2019,SUV,"14,465",1.5,150,Automatic,Petrol,1
"23,950",Audi,TTS,2015,Coupe,"34,000",2,310,Automatic,Petrol,4
"8,750",Audi,A1,2011,Hatchback,"80,000",1.6,116,Manual,Diesel,1
"14,795",Audi,Q5,2014,SUV,"101,500",2,227,Automatic,Petrol,4
"19,995",Audi,A3,2017,Hatchback,"25,000",2,150,Manual,Diesel,1
"21,995",Audi,A3,2017,Hatchback,"21,993",1.5,150,Automatic,Petrol,ns
"11,531",Audi,A1,2015,Hatchback,"36,712",1,95,Manual,Petrol,2
"9,999",Audi,S5,2008,Coupe,"80,000",4.2,349,Manual,Petrol,4
"22,995",Audi,A4,2019,Saloon,"26,770",2,150,Automatic,Petrol,ns
"12,995",Audi,A1,2016,Hatchback,"44,037",1,95,Manual,Petrol,ns
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"7,995",Audi,A5,2010,Coupe,"82,546",2,177,Automatic,Petrol,ns
"18,995",Audi,A6,2016,Estate,"103,000",3,272,Automatic,Diesel,1
"3,595",Audi,A3,2009,Hatchback,"107,000",1.4,123,Manual,Petrol,ns
"14,495",Audi,Q5,2016,SUV,"94,290",2,187,Automatic,Diesel,1
"12,850",Audi,A1,2015,Hatchback,"43,897",1.4,125,Automatic,Petrol,1
"10,499",Audi,A1,2016,Hatchback,"67,000",1.4,125,Manual,Petrol,3
"24,995",Audi,A3,2017,Hatchback,"55,000",2,310,Manual,Petrol,1
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"21,799",Audi,A3,2017,Saloon,"39,635",2,184,Automatic,Diesel,2
"22,965",Audi,A4,2019,Saloon,"38,889",2,150,Manual,Petrol,1
"4,395",Audi,TT,2007,Coupe,"89,000",2,197,Manual,Petrol,11
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"4,648",Audi,A3,2008,Hatchback,"94,000",1.6,101,Manual,Petrol,4
"24,000",Audi,S3,2017,Hatchback,"40,000",2,310,Automatic,Petrol,3
"3,495",Audi,A3,2010,Hatchback,"141,633",1.8,158,Manual,Petrol,3
"16,150",Audi,A5,2016,Coupe,"91,953",3,242,Automatic,Diesel,1
"15,995",Audi,A3,2014,Hatchback,"37,116",1.4,121,Automatic,Petrol,1
"12,990",Audi,A1,2016,Hatchback,"25,000",1.4,125,Manual,Petrol,1
"15,549",Audi,A8,2015,Saloon,"80,000",3,254,Automatic,Diesel,1
"11,999",Audi,A3,2015,Hatchback,"80,000",1.4,123,Automatic,Petrol,3
"12,644",Audi,TT,2015,Coupe,"98,307",2,184,Manual,Diesel,1
"11,891",Audi,A3,2015,Hatchback,"71,000",1.4,148,Manual,Petrol,2
"4,450",Audi,TT,2008,Coupe,"112,000",2,197,Manual,Petrol,7
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"20,167",Audi,A4,2017,Saloon,"37,907",2,190,Automatic,Diesel,1
"20,495",Audi,A5,2019,Coupe,"59,605",2,190,Automatic,Petrol,1
"4,750",Audi,A3,2011,Hatchback,"93,000",1.8,158,Manual,Petrol,2
"14,480",Audi,A1,2018,Hatchback,"88,980",1.4,150,Manual,Petrol,ns
"24,600",Audi,Q7,2015,SUV,"66,000",3,272,Automatic,Diesel,4
"21,499",Audi,A3,2019,Saloon,"21,355",1.6,116,Manual,Diesel,1
"16,990",Audi,A6,2012,Estate,"68,772",3,296,Automatic,Petrol,2
"11,988",Audi,A1,2016,Hatchback,"29,000",1,95,Manual,Petrol,2
"14,995",Audi,TT,2013,Convertible,"30,000",2,208,Automatic,Petrol,1
"6,695",Audi,A3,2014,Hatchback,"139,695",2,148,Manual,Diesel,1
"21,490",Audi,A5,2018,Hatchback,"21,700",2,190,Manual,Petrol,1
"4,395",Audi,TT,2007,Coupe,"89,000",2,197,Manual,Petrol,11
"20,167",Audi,A4,2017,Saloon,"37,907",2,190,Automatic,Diesel,1
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"23,099",Audi,A1,2020,Hatchback,"15,999",1.5,150,Automatic,Petrol,1
"25,495",Audi,A6,2018,Saloon,"52,562",3,272,Automatic,Diesel,1
"28,999",Audi,A1,2021,Hatchback,"3,074",1,110,Automatic,Petrol,1
"15,950",Audi,TT,2015,Convertible,"45,000",2,184,Manual,Diesel,4
"16,250",Audi,A3,2017,Hatchback,"63,000",1.4,150,Automatic,Petrol,2
"14,600",Audi,A3,2016,Hatchback,"61,500",2,148,Manual,Diesel,2
"19,936",Audi,A4,2017,Saloon,"34,728",1.4,148,Automatic,Petrol,1
"19,480",Audi,Q3,2018,SUV,"51,091",2,150,Automatic,Diesel,2
"13,999",Audi,TT,2014,Coupe,"29,704",2,208,Manual,Petrol,1
"13,650",Audi,A3,2014,Convertible,"69,754",1.8,178,Automatic,Petrol,3
"9,495",Audi,A5,2013,Coupe,"78,173",1.8,168,Automatic,Petrol,3
"15,350",Audi,A4,2015,Estate,"53,119",2,148,Manual,Diesel,3
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"25,650",Audi,A6,2019,Estate,"64,574",2,204,Automatic,Diesel,1
"19,950",Audi,A3,2018,Hatchback,"18,149",1.5,150,Manual,Petrol,ns
"16,990",Audi,Q3,2012,SUV,"51,326",2,168,Manual,Petrol,1
"24,495",Audi,A5,2018,Coupe,"14,000",2,190,Manual,Petrol,1
"13,200",Audi,A6,2016,Saloon,"67,300",2,190,Automatic,Diesel,4
"39,995",Audi,A5,2021,Hatchback,"3,006",2,163,Automatic,Diesel,2
"13,200",Audi,A3,2017,Hatchback,"66,454",2,150,Manual,Diesel,2
"11,800",Audi,A3,2017,Hatchback,"75,890",2,150,Manual,Diesel,ns
"20,790",Audi,A3,2018,Saloon,"63,266",2,150,Automatic,Diesel,1
"36,399",Audi,Q5,2019,SUV,"35,234",2,190,Automatic,Diesel,1
"3,995",Audi,A4,2006,Convertible,"120,000",3.1,252,Automatic,Petrol,1
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"7,490",Audi,TT,2008,Coupe,"72,000",3.2,247,Manual,Petrol,9
"13,999",Audi,A4,2016,Saloon,"57,000",2,150,Automatic,Diesel,ns
"9,700",Audi,A3,2015,Hatchback,"57,652",1.2,108,Manual,Petrol,2
"14,995",Audi,A3,2016,Hatchback,"34,987",1.4,148,Manual,Petrol,ns
"15,559",Audi,A4,2015,Saloon,"41,000",1.8,168,Manual,Petrol,1
"12,995",Audi,A4,2017,Saloon,"76,000",2,150,Manual,Diesel,1
"9,791",Audi,A3,2014,Hatchback,"73,000",1.4,123,Manual,Petrol,ns
"17,495",Audi,TT,2014,Coupe,"44,876",2,230,Automatic,Petrol,ns
"15,000",Audi,A1,2016,Hatchback,"38,782",1.4,150,Manual,Petrol,3
"17,500",Audi,A5,2017,Coupe,"69,750",2,190,Automatic,Diesel,3
"9,495",Audi,A5,2013,Coupe,"78,173",1.8,168,Automatic,Petrol,3
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"17,000",Audi,A5,2017,Coupe,"40,000",2,188,Manual,Petrol,1
"19,998",Audi,A5,2017,Hatchback,"96,159",2,190,Automatic,Diesel,3
"17,990",Audi,A4,2018,Saloon,"28,047",1.4,150,Manual,Petrol,2
"22,990",Audi,Q5,2017,SUV,"114,870",2,190,Automatic,Diesel,1
"6,500",Audi,TT,2008,Coupe,"89,000",3.2,247,Manual,Petrol,4
"15,950",Audi,Q3,2016,SUV,"39,000",1.4,150,Manual,Petrol,1
"19,649",Audi,A6,2015,Estate,"56,406",2,190,Automatic,Diesel,2
"25,495",Audi,A3,2018,Hatchback,"69,900",2,310,Automatic,Petrol,1
"21,490",Audi,Q3,2017,SUV,"37,128",1.4,150,Manual,Petrol,1
"6,925",Audi,TT,2009,Coupe,"70,000",2,197,Manual,Petrol,3
"21,990",Audi,A5,2018,Coupe,"28,000",2,190,Manual,Diesel,1
"14,749",Audi,A5,2016,Coupe,"73,809",2,187,Manual,Diesel,4
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"13,990",Audi,A4,2016,Saloon,"60,000",2,188,Manual,Diesel,1
"6,999",Audi,A3,2016,Hatchback,"101,900",1.6,108,Manual,Diesel,ns
"1,999",Audi,A4,2005,Convertible,"111,000",1.8,163,Manual,Petrol,12
"1,800",Audi,A3,2005,Hatchback,"135,353",1.6,100,Manual,Petrol,2
"11,345",Audi,A5,2013,Hatchback,"48,906",1.8,168,Manual,Petrol,1
"11,995",Audi,A1,2015,Hatchback,"54,686",1.4,125,Manual,Petrol,3
"17,490",Audi,TT,2017,Coupe,"31,300",1.8,180,Manual,Petrol,1
"11,994",Audi,A3,2015,Hatchback,"62,976",1.6,108,Manual,Diesel,ns
"13,800",Audi,A4,2017,Saloon,"80,580",2,150,Manual,Diesel,ns
"15,995",Audi,A3,2018,Hatchback,"107,595",2,150,Manual,Diesel,1
"13,790",Audi,A3,2017,Hatchback,"43,000",1,116,Manual,Petrol,1
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"12,495",Audi,A1,2017,Hatchback,"41,982",1.4,123,Manual,Petrol,1
"20,980",Audi,A3,2016,Hatchback,"26,240",2,181,Automatic,Diesel,3
"16,949",Audi,A3,2017,Hatchback,"44,328",1.6,110,Manual,Diesel,2
"12,500",Audi,A3,2017,Hatchback,"58,670",1,116,Manual,Petrol,1
"4,150",Audi,TT,2007,Coupe,"128,000",3.2,247,Manual,Petrol,ns
"5,950",Audi,A3,2010,Hatchback,"118,500",1.4,123,Automatic,Petrol,4
"15,200",Audi,A3,2017,Saloon,"45,720",1.5,150,Manual,Petrol,ns
"11,480",Audi,S3,2012,Hatchback,"120,000",2,261,Automatic,Petrol,5
"9,949",Audi,A1,2015,Hatchback,"63,438",1,95,Manual,Petrol,2
"22,385",Audi,TT,2017,Coupe,"19,421",2,184,Automatic,Diesel,2
"4,450",Audi,TT,2008,Coupe,"112,000",2,197,Manual,Petrol,7
"14,996",Audi,A1,2018,Hatchback,"11,171",1.4,125,Manual,Petrol,ns
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"12,894",Audi,TT,2012,Coupe,"40,223",2,208,Automatic,Petrol,1
"25,499",Audi,A3,2020,Hatchback,"17,659",1.5,150,Manual,Petrol,1
"26,899",Audi,Q5,2017,SUV,"38,695",2,190,Automatic,Diesel,2
"21,995",Audi,S3,2016,Saloon,"78,000",2,310,Automatic,Petrol,2
"10,790",Audi,A3,2015,Saloon,"76,923",1.6,108,Manual,Diesel,1
"11,445",Audi,TT,2011,Coupe,"84,732",2,208,Automatic,Petrol,2
"11,994",Audi,A6,2011,Estate,"104,000",3,296,Automatic,Petrol,ns
"16,520",Audi,TT,2016,Coupe,"62,605",2,230,Automatic,Petrol,3
"15,495",Audi,A4,2017,Saloon,"59,605",2,190,Manual,Diesel,1
"12,999",Audi,A1,2017,Hatchback,"24,322",1,95,Manual,Petrol,2
"3,850",Audi,A3,2009,Hatchback,"86,535",1.6,101,Manual,Petrol,1
"20,167",Audi,A4,2017,Saloon,"37,907",2,190,Automatic,Diesel,1
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"19,500",Audi,S3,2014,Hatchback,"59,000",2,296,Automatic,Petrol,ns
"18,495",Audi,A1,2019,Hatchback,"1,755",1,95,Manual,Petrol,ns
"13,724",Audi,A3,2017,Hatchback,"42,455",1,116,Manual,Petrol,ns
"1,295",Audi,TT,2004,Coupe,"162,000",1.8,180,Manual,Petrol,3
"14,495",Audi,A4,2016,Estate,"99,985",2,150,Automatic,Diesel,1
"22,970",Audi,TT,2018,Coupe,"52,000",2,230,Automatic,Petrol,1
"17,999",Audi,Q2,2019,SUV,"33,534",1,116,Manual,Petrol,1
"6,795",Audi,TT,2010,Convertible,"81,000",1.8,158,Manual,Petrol,ns
"9,645",Audi,S5,2008,Coupe,"112,178",4.2,349,Automatic,Petrol,7
"14,749",Audi,A5,2016,Coupe,"73,809",2,187,Manual,Diesel,4
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"14,996",Audi,A1,2018,Hatchback,"11,171",1.4,125,Manual,Petrol,ns
"16,990",Audi,A3,2016,Hatchback,"30,800",2,148,Manual,Diesel,1
"24,999",Audi,TT,2019,Coupe,"55,072",2,197,Automatic,Petrol,1
"24,499",Audi,A4,2018,Estate,"31,696",2,150,Manual,Diesel,1
"69,990",Audi,SQ8,2020,SUV,"37,999",4,435,Automatic,Diesel,2
"15,399",Audi,A1,2017,Hatchback,"33,887",1.4,125,Manual,Petrol,2
"19,380",Audi,Q2,2018,SUV,"29,273",1.6,116,Manual,Diesel,1
"13,230",Audi,A4,2018,Saloon,"83,748",2,150,Automatic,Diesel,ns
"18,996",Audi,A1,2017,Hatchback,"13,742",1.4,150,Manual,Petrol,1
"18,270",Audi,A4,2017,Saloon,"34,910",1.4,150,Manual,Petrol,ns
"14,474",Audi,A4,2017,Estate,"74,561",2,150,Automatic,Diesel,1
"3,995",Audi,A4,2006,Convertible,"120,000",3.1,252,Automatic,Petrol,1
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"17,000",Audi,A5,2017,Coupe,"40,000",2,188,Manual,Petrol,1
"8,175",Audi,A3,2015,Hatchback,"103,000",1.6,108,Manual,Diesel,1
"6,250",Audi,A3,2012,Convertible,"100,000",2,197,Manual,Petrol,ns
"4,995",Audi,TT,2004,Convertible,"86,500",3.2,247,Manual,Petrol,ns
"13,495",Audi,A6,2014,Saloon,"82,401",2,190,Manual,Diesel,2
"16,989",Audi,A5,2018,Hatchback,"89,159",2,190,Manual,Diesel,1
"12,899",Audi,A1,2016,Hatchback,"45,366",1.4,125,Manual,Petrol,3
"23,599",Audi,Q3,2018,SUV,"22,483",1.4,150,Automatic,Petrol,1
"3,695",Audi,A3,2003,Hatchback,"106,000",3.2,236,Automatic,Petrol,3
"8,950",Audi,A3,2014,Saloon,"133,000",1.6,108,Manual,Diesel,3
"20,495",Audi,TT,2017,Coupe,"25,000",2,230,Manual,Petrol,1
"3,495",Audi,A3,2009,Hatchback,"117,000",1.6,101,Manual,Petrol,3
"12,400",Audi,A4,2016,Saloon,"58,671",1.4,150,Manual,Petrol,1
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"16,210",Audi,TT,2016,Coupe,"79,817",2,184,Manual,Diesel,1
"24,499",Audi,A4,2019,Saloon,"26,205",2,150,Manual,Petrol,1
"10,490",Audi,TT,2013,Coupe,"60,000",1.8,158,Manual,Petrol,ns
"10,995",Audi,A1,2015,Hatchback,"57,757",1,95,Manual,Petrol,2
"16,750",Audi,A3,2018,Hatchback,"82,000",1.6,110,Automatic,Diesel,2
"23,499",Audi,A1,2020,Hatchback,"14,967",1,110,Manual,Petrol,1
"12,372",Audi,A4,2015,Saloon,"64,489",2,161,Manual,Diesel,2
"16,899",Audi,Q3,2015,SUV,"50,783",2,150,Manual,Diesel,2
"14,650",Audi,A6,2014,Estate,"76,000",2,187,Automatic,Diesel,2
"9,995",Audi,A1,2016,Hatchback,"76,500",1.4,150,Manual,Petrol,4
"13,790",Audi,A3,2017,Hatchback,"43,000",1,116,Manual,Petrol,1
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"12,995",Audi,A1,2018,Hatchback,"29,000",1,95,Manual,Petrol,1
"18,299",Audi,A5,2017,Coupe,"59,078",2,190,Automatic,Diesel,2
"15,995",Audi,A6,2015,Saloon,"86,000",2,190,Automatic,Diesel,2
"19,299",Audi,A4,2017,Saloon,"51,107",2,190,Automatic,Diesel,1
"16,950",Audi,A3,2015,Hatchback,"60,000",2,181,Manual,Diesel,3
"4,950",Audi,TT,2008,Coupe,"109,900",2,197,Manual,Petrol,ns
"31,999",Audi,A6,2019,Saloon,"41,089",3,286,Automatic,Diesel,2
"17,295",Audi,Q3,2015,SUV,"43,421",2,150,Manual,Diesel,ns
"28,991",Audi,S3,2018,Saloon,"36,596",2,310,Automatic,Petrol,ns
"21,500",Audi,A4,2018,Saloon,"37,000",2,190,Automatic,Petrol,2
"13,790",Audi,A3,2017,Hatchback,"43,000",1,116,Manual,Petrol,1
"18,350",Audi,Q2,2018,SUV,"29,231",1,116,Manual,Petrol,3
"24,999",Audi,Q2,2020,SUV,"12,677",1,116,Manual,Petrol,1
"6,400",Audi,A3,2010,Convertible,"88,200",1.8,158,Automatic,Petrol,2
"16,375",Audi,A4,2017,Saloon,"74,111",2,150,Automatic,Diesel,2
"11,795",Audi,TT,2012,Coupe,"50,000",1.8,158,Manual,Petrol,1
"27,499",Audi,A6,2018,Estate,"19,810",2,190,Automatic,Diesel,1
"20,992",Audi,Q2,2018,SUV,"19,193",1.6,116,Manual,Diesel,1
"22,999",Audi,TT,2018,Coupe,"47,209",2,230,Automatic,Petrol,1
"12,980",Audi,A3,2017,Hatchback,"58,000",1.6,110,Manual,Diesel,ns
"16,975",Audi,A3,2016,Hatchback,"23,279",1.4,148,Automatic,Petrol,2
"13,690",Audi,A1,2016,Hatchback,"33,000",1.4,150,Manual,Petrol,ns
"12,499",Audi,A3,2017,Hatchback,"75,594",2,150,Manual,Diesel,1
"14,749",Audi,A5,2016,Coupe,"73,809",2,187,Manual,Diesel,4
"14,996",Audi,A1,2018,Hatchback,"11,171",1.4,125,Manual,Petrol,ns
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"18,999",Audi,A6,2015,Saloon,"77,204",3,320,Automatic,Diesel,1
"14,995",Audi,A4,2005,Saloon,"56,100",2,217,Manual,Petrol,4
"16,400",Audi,Q2,2017,SUV,"89,390",1.4,150,Manual,Petrol,1
"17,743",Audi,A1,2019,Hatchback,"66,182",1,116,Automatic,Petrol,ns
"5,750",Audi,TT,2008,Coupe,"92,000",2,197,Manual,Petrol,ns
"18,699",Audi,A7,2015,Hatchback,"88,146",3,333,Automatic,Petrol,1
"23,995",Audi,A6,2019,Estate,"101,000",2,204,Automatic,Diesel,ns
"23,995",Audi,S5,2017,Hatchback,"95,000",3,354,Automatic,Petrol,ns
"26,499",Audi,A7,2017,Hatchback,"47,072",3,272,Automatic,Diesel,3
"3,995",Audi,TT,2003,Convertible,"67,000",1.8,180,Manual,Petrol,ns
"4,395",Audi,TT,2007,Coupe,"89,000",2,197,Manual,Petrol,11
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"15,350",Audi,A4,2015,Estate,"53,119",2,148,Manual,Diesel,3
"6,500",Audi,A1,2011,Hatchback,"117,000",1.4,120,Automatic,Petrol,ns
"17,450",Audi,A3,2017,Hatchback,"70,000",2,150,Manual,Diesel,1
"9,791",Audi,A3,2016,Saloon,"118,000",2,148,Manual,Diesel,ns
"6,000",Audi,A5,2011,Coupe,"99,000",1.8,158,Manual,Petrol,ns
"12,289",Audi,A3,2014,Saloon,"60,850",1.4,138,Automatic,Petrol,1
"12,788",Audi,A4,2015,Saloon,"52,000",2,150,Automatic,Diesel,5
"27,595",Audi,A6,2019,Saloon,"25,112",2,204,Automatic,Diesel,2
"24,145",Audi,A5,2017,Hatchback,"43,369",2,190,Automatic,Diesel,3
"29,499",Audi,A6,2019,Saloon,"28,289",2,204,Automatic,Diesel,1
"21,990",Audi,Q3,2017,SUV,"58,552",2,184,Automatic,Diesel,4
"4,450",Audi,TT,2008,Coupe,"112,000",2,197,Manual,Petrol,7
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"34,995",Audi,RS3,2017,Hatchback,"55,000",2.5,400,Automatic,Petrol,3
"12,495",Audi,A3,2015,Hatchback,"55,000",1.6,108,Manual,Diesel,3
"29,299",Audi,A5,2020,Coupe,"5,151",2,150,Automatic,Petrol,2
"39,950",Audi,Q3,2020,SUV,"10,652",2,190,Automatic,Petrol,1
"19,990",Audi,Q2,2019,SUV,"23,903",1.6,116,Manual,Diesel,2
"15,995",Audi,S4,2010,Estate,"77,000",3,328,Manual,Petrol,3
"23,499",Audi,A4,2019,Saloon,"46,070",2,150,Automatic,Petrol,2
"2,999",Audi,TT,2003,Convertible,"83,793",1.8,150,Manual,Petrol,5
"28,699",Audi,TT,2019,Coupe,"8,860",2,245,Automatic,Petrol,2
"18,599",Audi,Q2,2018,SUV,"21,979",1,116,Manual,Petrol,1
"5,600",Audi,TT,2010,Coupe,"86,088",2,197,Manual,Petrol,3
"19,999",Audi,Q2,2020,SUV,"14,000",1,116,Manual,Petrol,2
"15,190",Audi,A3,2016,Hatchback,"48,008",2,148,Manual,Diesel,2
"15,299",Audi,A3,2015,Hatchback,"49,432",1.6,108,Manual,Diesel,3
"11,350",Audi,A4,2010,Estate,"125,000",3,328,Automatic,Petrol,3
"6,499",Audi,A3,2013,Hatchback,"113,000",1.4,120,Manual,Petrol,1
"13,500",Audi,TTS,2011,Coupe,"50,000",2,268,Automatic,Petrol,4
"14,200",Audi,A3,2015,Hatchback,"67,000",2,148,Manual,Diesel,2
"15,500",Audi,Q2,2017,SUV,"98,140",1.6,116,Automatic,Diesel,1
"18,799",Audi,Q2,2018,SUV,"32,719",1.4,150,Manual,Petrol,1
"17,800",Audi,Q5,2014,SUV,"84,000",2,187,Automatic,Diesel,2
"15,995",Audi,Q3,2015,SUV,"76,000",2,184,Manual,Diesel,2
"31,999",Audi,Q7,2016,SUV,"46,223",3,272,Automatic,Diesel,2
"13,790",Audi,A3,2017,Hatchback,"43,000",1,116,Manual,Petrol,1
"24,999",Audi,Q2,2020,SUV,"12,677",1,116,Manual,Petrol,1
"20,167",Audi,A4,2017,Saloon,"37,907",2,190,Automatic,Diesel,1
"20,990",Audi,Q5,2016,SUV,"37,797",2,187,Manual,Diesel,2
"26,310",Audi,TT,2019,Coupe,"8,176",2,197,Automatic,Petrol,ns
"16,499",Audi,A3,2015,Hatchback,"51,771",1.8,178,Automatic,Petrol,2
"9,750",Audi,TT,2009,Coupe,"80,000",2,272,Manual,Petrol,ns
"14,490",Audi,A4,2016,Saloon,"50,008",2,148,Manual,Diesel,ns
"13,625",Audi,A3,2016,Hatchback,"53,000",1.8,178,Manual,Petrol,2
"20,990",Audi,TT,2018,Coupe,"16,620",2,184,Manual,Diesel,3
